observation_id,station_id,observed_at_utc,pm25,pm10,no2,so2,co,o3,source
3440a344-2ba5-4d5c-847b-1b8bbc233adb,seoul_south korea,2023-01-13 00:00:00+00:00,57.67,125.1,72.26,44.36,2.08,118.49,kaggle
555da09c-ff6c-4553-a90c-b13b1692f341,cairo_egypt,2023-06-18 00:00:00+00:00,59.3,133.7,50.14,3.48,8.96,43.33,kaggle
38fa5c9b-68ce-4494-8eeb-47c71c4df072,paris_france,2023-05-15 00:00:00+00:00,135.69,165.03,30.31,32.65,6.39,130.56,kaggle
350c3ee4-73f4-488a-ac82-1e7cd7dcecb1,cairo_egypt,2023-07-24 00:00:00+00:00,47.14,49.91,78.01,35.11,5.85,30.43,kaggle
f5552adc-9a5d-40f3-956f-65c4ad761609,mexico_city_mexico,2023-01-26 00:00:00+00:00,82.4,196.86,20.76,47.75,9.57,21.74,kaggle
cb94c2cc-ee6e-4de9-bf6b-6dfd79332339,istanbul_turkey,2023-06-07 00:00:00+00:00,12.24,16.91,62.96,2.67,4.51,90.01,kaggle
503113c2-11c0-4657-be47-ed6a4cdcbf0a,berlin_germany,2023-11-02 00:00:00+00:00,87.33,186.95,5.26,12.98,4.48,75.76,kaggle
025e6a69-97e1-4023-b496-2f5cd7feed7e,bangkok_thailand,2023-10-25 00:00:00+00:00,117.5,78.71,65.64,23.42,6.84,172.34,kaggle
fe8e503e-7f5b-4670-9d1f-babb9c2a2293,beijing_china,2023-10-26 00:00:00+00:00,39.98,47.38,84.35,44.59,4.92,138.44,kaggle
6f6bfcbc-c5dc-47cd-aef5-24ca82dbb5c0,sydney_australia,2023-07-03 00:00:00+00:00,137.09,180.61,6.26,14.89,5.17,113.12,kaggle
df55159d-683f-4199-9ab6-9b706397beb2,dubai_uae,2023-04-21 00:00:00+00:00,80.56,129.36,18.31,12.31,9.08,91.59,kaggle
fb38c10b-84d8-4c3b-a394-2be9cb8ada2c,new_york_usa,2023-06-26 00:00:00+00:00,82.4,80.55,91.9,46.52,0.27,146.03,kaggle
02839e8f-8e5b-41b4-af74-71047caf8175,seoul_south korea,2023-01-22 00:00:00+00:00,96.03,170.57,18.43,20.3,0.55,141.03,kaggle
149651f7-db85-4978-8c56-04f77a6e3efc,istanbul_turkey,2023-08-19 00:00:00+00:00,20.37,119.29,18.03,31.37,2.86,140.94,kaggle
74774a2f-3210-458b-bd61-ec40c93093ef,toronto_canada,2023-03-13 00:00:00+00:00,63.18,196.52,29.87,3.01,6.29,98.83,kaggle
b472bdc4-6309-470e-97f7-922277556338,istanbul_turkey,2023-01-08 00:00:00+00:00,54.08,58.74,81.4,39.68,5.06,26.49,kaggle
042061b8-8570-456e-ab0d-c06add9e6f57,berlin_germany,2023-11-04 00:00:00+00:00,47.57,127.09,55.6,46.79,3.64,58.87,kaggle
28404dd1-a856-4921-87a7-a18b09af2cf6,rio_de_janeiro_brazil,2023-04-04 00:00:00+00:00,84.59,41.29,96.59,46.31,9.14,105.35,kaggle
febe8da9-3bd4-47db-8397-e928eb15a05d,seoul_south korea,2023-01-14 00:00:00+00:00,47.79,38.17,39.92,35.19,6.69,13.69,kaggle
6bead4e1-333a-4726-8eae-a7b478726b4a,mexico_city_mexico,2023-05-08 00:00:00+00:00,120.9,33.7,97.53,9.28,5.67,191.24,kaggle
91a4f781-4d29-423d-8903-d5a5c5c3ae5a,madrid_spain,2023-06-28 00:00:00+00:00,61.28,163.36,40.2,19.43,3.64,128.34,kaggle
90d95453-69be-409e-b09c-386f7554d295,los_angeles_usa,2023-07-17 00:00:00+00:00,56.85,174.8,56.22,13.99,7.85,196.95,kaggle
7c3051f1-197c-407f-a992-55a095f63968,london_uk,2023-07-06 00:00:00+00:00,53.81,196.76,38.28,15.76,9.3,54.07,kaggle
58e93a08-a4a3-4568-ba5f-04dfce363fe7,los_angeles_usa,2023-07-15 00:00:00+00:00,149.74,50.31,31.21,28.64,8.16,19.81,kaggle
9aedc55c-381b-4056-8a47-954f1c7bf423,toronto_canada,2023-09-28 00:00:00+00:00,72.01,191.78,95.75,21.45,2.42,181.34,kaggle
a5c5c35f-8d1d-4d84-a8ed-5e6c314a8619,new_york_usa,2023-10-12 00:00:00+00:00,62.34,38.48,57.36,32.1,2.58,154.98,kaggle
1f6a0087-085d-4216-9484-a414b8b9d48e,bangkok_thailand,2023-03-13 00:00:00+00:00,146.7,19.19,49.25,49.01,8.91,107.53,kaggle
b4beca80-a18f-4bce-a321-1dfc2dfd3902,madrid_spain,2023-05-26 00:00:00+00:00,29.11,43.8,58.04,4.54,5.25,137.61,kaggle
e33f2458-e140-412c-a5a8-9edfc5af668e,mexico_city_mexico,2023-08-18 00:00:00+00:00,51.47,137.97,97.83,3.45,7.12,194.18,kaggle
7611df40-85ad-4baf-9614-b63758001286,dubai_uae,2023-11-03 00:00:00+00:00,115.42,112.95,32.17,25.88,1.52,59.51,kaggle
79518f72-54d8-4b4a-978f-dd6e0a521bd2,tokyo_japan,2023-12-18 00:00:00+00:00,62.02,110.1,81.69,38.72,7.55,93.17,kaggle
15c36b1a-acc6-4508-93dc-11d639311228,rio_de_janeiro_brazil,2023-03-25 00:00:00+00:00,107.32,60.56,54.25,9.31,5.85,53.98,kaggle
e13e7a14-292e-4b65-89de-184f13b81ae6,beijing_china,2023-06-12 00:00:00+00:00,109.42,144.32,88.74,36.56,2.02,188.95,kaggle
9ecaea4e-e912-4ba8-acb0-b8f0c51ccdaf,london_uk,2023-10-27 00:00:00+00:00,67.97,114.57,11.57,34.89,1.6,46.13,kaggle
c93c5509-96f8-4186-a0d3-640a65fc7deb,johannesburg_south africa,2023-10-09 00:00:00+00:00,35.41,134.39,6.99,5.4,0.77,134.92,kaggle
d643c597-b9ce-4400-8d3f-1fcf04e6d342,mumbai_india,2023-02-15 00:00:00+00:00,53.54,101.44,96.54,21.05,3.31,187.25,kaggle
82922f09-55c7-4c9d-aa0e-d685945c50a9,mexico_city_mexico,2023-04-11 00:00:00+00:00,117.95,93.33,24.62,5.84,7.3,161.08,kaggle
0c6beb02-d03b-4df0-bafa-3a3542c83245,toronto_canada,2023-12-03 00:00:00+00:00,24.11,168.42,57.92,23.16,8.35,178.71,kaggle
926500ba-c8fd-4e30-93d8-1386ebbb2f74,berlin_germany,2023-06-12 00:00:00+00:00,138.71,29.36,56.09,32.84,9.67,106.91,kaggle
54f1148a-2a5b-4903-9ac5-31c2111d3739,paris_france,2023-10-24 00:00:00+00:00,11.79,147.53,18.63,25.38,5.34,31.37,kaggle
dbe07a4a-833a-4ffd-888c-0db1a1f74116,cairo_egypt,2023-09-07 00:00:00+00:00,18.33,114.51,35.85,22.13,9.76,134.35,kaggle
4c9c4136-1680-40de-80e6-ea53c6f3820c,johannesburg_south africa,2023-04-06 00:00:00+00:00,135.47,105.67,10.03,6.66,5.58,70.22,kaggle
25e8532f-5773-46d7-b28c-8b39f097aecc,bangkok_thailand,2023-09-10 00:00:00+00:00,146.96,199.41,58.71,9.74,5.75,45.52,kaggle
75a8971c-a4e2-42fe-9d33-f34db4215f57,rio_de_janeiro_brazil,2023-02-13 00:00:00+00:00,40.46,44.61,62.05,27.29,1.59,110.95,kaggle
8b0ff48d-462d-4d02-8ea1-8bea08f315b1,rio_de_janeiro_brazil,2023-09-19 00:00:00+00:00,85.89,100.87,45.18,20.98,0.86,157.35,kaggle
a2bb1d8b-afad-4a14-87f7-7298ae7ea9e7,rio_de_janeiro_brazil,2023-03-12 00:00:00+00:00,69.11,66.95,93.83,9.47,7.44,85.1,kaggle
4e3f26a6-d96b-47d7-ac4e-c9a71d0c52ed,moscow_russia,2023-10-28 00:00:00+00:00,83.43,147.22,69.61,1.96,5.25,62.63,kaggle
83f74f86-134f-49c1-be1c-ac6b73fffa33,mumbai_india,2023-10-18 00:00:00+00:00,89.49,22.58,77.46,46.77,8.69,37.15,kaggle
742168bb-0583-493f-8555-360f981a1286,mexico_city_mexico,2023-04-14 00:00:00+00:00,128.8,78.22,82.96,33.73,7.26,130.11,kaggle
af8b9347-8a77-4ce6-a4df-0ff28b5301bf,paris_france,2023-11-25 00:00:00+00:00,74.27,22.48,28.34,5.19,4.51,85.87,kaggle
2f912fd2-889b-4248-b0b6-750d02643d4d,new_york_usa,2023-03-11 00:00:00+00:00,71.19,152.28,59.61,38.15,8.53,95.3,kaggle
9d7237a1-eb98-415e-94e3-82ff988a680a,madrid_spain,2023-03-24 00:00:00+00:00,138.01,144.76,43.96,34.38,6.38,143.06,kaggle
581f6224-c15d-4f00-b9f6-456f26236c91,istanbul_turkey,2023-03-26 00:00:00+00:00,141.07,180.87,64.77,36.89,5.19,99.49,kaggle
876e42a9-2cfe-4cfc-902f-47c098b9783a,istanbul_turkey,2023-06-19 00:00:00+00:00,130.25,146.3,69.33,10.69,6.42,161.41,kaggle
25216ed9-782c-4485-9dd4-701b9dd1714b,cairo_egypt,2023-06-18 00:00:00+00:00,65.66,193.75,82.38,28.86,0.57,179.54,kaggle
0e67bba1-bd3d-48d7-9e38-96638cd14949,sydney_australia,2023-12-19 00:00:00+00:00,100.49,158.5,64.92,5.32,3.17,114.58,kaggle
f6193761-6def-4947-a8a7-ab9adab92756,istanbul_turkey,2023-09-01 00:00:00+00:00,20.37,159.92,30.59,45.4,4.91,72.99,kaggle
b848e981-3f20-4663-bbeb-50cf88e8ea7e,cairo_egypt,2023-07-14 00:00:00+00:00,119.63,80.06,77.28,32.73,0.64,11.24,kaggle
ecc6fdec-664a-4704-9e7e-fd6be69746ba,los_angeles_usa,2023-04-24 00:00:00+00:00,148.05,84.57,97.71,11.14,5.82,194.72,kaggle
0eb11bfa-807e-4a15-b8aa-bef5619602b7,toronto_canada,2023-12-24 00:00:00+00:00,103.62,190.24,12.28,36.23,5.55,166.62,kaggle
d1910ee7-4002-4e90-a34f-114893da07c5,moscow_russia,2023-01-21 00:00:00+00:00,58.66,14.66,72.78,15.02,0.56,56.18,kaggle
2db0d7d2-d9f9-42d4-b159-1eb4a3b2c7bf,mumbai_india,2023-05-22 00:00:00+00:00,37.66,122.96,60.73,24.27,2.71,188.61,kaggle
7814d636-696f-4c11-a49d-c648bfd47788,paris_france,2023-06-08 00:00:00+00:00,72.8,63.12,81.99,36.2,2.15,14.26,kaggle
68e52882-4533-4466-b581-3c0485e9103e,mumbai_india,2023-08-23 00:00:00+00:00,77.45,151.21,14.56,5.74,6.17,147.87,kaggle
9bf3e96c-206b-43f6-a692-82be53d4ea07,mexico_city_mexico,2023-05-01 00:00:00+00:00,146.72,11.9,40.6,48.84,9.17,11.93,kaggle
0e8a727f-12db-4b76-861b-b42ece7a32c7,rio_de_janeiro_brazil,2023-07-02 00:00:00+00:00,32.33,105.66,24.29,19.0,3.99,99.94,kaggle
e4791710-ddaa-410c-bb59-c1a1cf804790,new_york_usa,2023-06-06 00:00:00+00:00,21.8,71.51,74.7,11.27,1.75,76.6,kaggle
19351904-3b61-4377-a96d-4418eccb023b,rio_de_janeiro_brazil,2023-10-06 00:00:00+00:00,87.07,85.19,88.69,35.81,6.08,182.3,kaggle
4d62eca8-084a-44d1-a21c-ae2ad12c881c,cairo_egypt,2023-12-27 00:00:00+00:00,55.44,191.06,40.02,18.4,3.37,67.35,kaggle
b6a9c069-2d44-4238-9542-d15a0d8a52d6,mumbai_india,2023-06-26 00:00:00+00:00,144.95,158.4,90.01,1.89,1.8,73.86,kaggle
4fc9d2b6-726c-43b6-bb9f-8eb2bfb03b0b,tokyo_japan,2023-05-28 00:00:00+00:00,9.9,65.66,23.25,42.52,5.02,176.46,kaggle
abf013e1-51d9-4ed8-837f-55e883f84d83,bangkok_thailand,2023-10-10 00:00:00+00:00,63.9,119.19,27.63,44.65,8.45,24.76,kaggle
402bc69b-6ff7-4eed-bb38-7a46ccec57f9,sydney_australia,2023-09-02 00:00:00+00:00,44.14,173.54,55.14,11.35,7.25,27.23,kaggle
85272de4-bc6f-472f-9924-cd53498cccae,cairo_egypt,2023-10-20 00:00:00+00:00,106.05,34.58,50.65,26.87,0.68,56.14,kaggle
f3ca124b-a5e2-440e-ba4d-3be1ec86160f,los_angeles_usa,2023-05-24 00:00:00+00:00,142.44,78.09,39.89,48.76,2.77,78.37,kaggle
e7d30668-5197-4923-8635-8954c9089117,paris_france,2023-08-12 00:00:00+00:00,115.9,192.59,40.41,39.68,4.11,88.56,kaggle
a50af877-7b88-4759-b6e1-96b6ea3813cc,mexico_city_mexico,2023-05-10 00:00:00+00:00,5.49,113.31,68.29,13.41,8.85,187.1,kaggle
f2340697-8610-4e23-85a0-41b5df515db0,paris_france,2023-02-11 00:00:00+00:00,20.02,148.55,79.87,5.58,0.74,31.16,kaggle
04a69ca5-e007-480b-89cd-625736a96847,mumbai_india,2023-06-10 00:00:00+00:00,114.16,73.74,25.42,19.3,0.19,124.68,kaggle
4e64184e-7f27-49cc-99ca-c1cab24faf6f,paris_france,2023-03-21 00:00:00+00:00,123.26,85.23,39.19,8.13,6.68,142.73,kaggle
cfd4f82d-4017-41f0-95d7-f5c643dcfa0d,los_angeles_usa,2023-10-02 00:00:00+00:00,137.18,59.78,29.19,49.83,8.61,29.87,kaggle
897c41f2-2c10-466d-88f6-6f43d56c0965,istanbul_turkey,2023-03-18 00:00:00+00:00,5.66,54.26,54.62,32.82,5.78,185.95,kaggle
581825ab-1440-4d0e-b38b-0b7cc45725af,rio_de_janeiro_brazil,2023-09-11 00:00:00+00:00,106.04,147.05,27.88,2.34,2.46,84.55,kaggle
9a48a1ca-04a2-4ba3-bc33-6a6209920689,toronto_canada,2023-10-16 00:00:00+00:00,82.5,45.4,46.54,45.4,0.63,43.62,kaggle
b3e4844f-2e94-48b1-a58b-d0484baf8ca9,seoul_south korea,2023-08-06 00:00:00+00:00,63.6,63.1,29.12,7.0,2.99,199.32,kaggle
f35c3f45-3312-42f9-8363-bc4c98449ba9,bangkok_thailand,2023-05-18 00:00:00+00:00,50.14,74.98,68.73,45.33,8.96,109.38,kaggle
71cb9313-bf54-4b1e-a36a-46bf0670083a,berlin_germany,2023-06-24 00:00:00+00:00,88.0,69.23,83.63,36.93,2.29,85.15,kaggle
bcdee8e1-eb8e-46c2-9705-3dbd4d804031,madrid_spain,2023-10-15 00:00:00+00:00,27.86,70.02,64.94,30.54,6.32,27.87,kaggle
6255d518-54d9-444a-9f5d-d98a33242ee2,madrid_spain,2023-06-27 00:00:00+00:00,47.84,159.0,52.49,39.71,4.07,176.78,kaggle
285f4625-553f-4894-b3b0-f3d3fe40ef02,sydney_australia,2023-03-15 00:00:00+00:00,84.92,169.36,86.84,14.75,3.89,121.46,kaggle
f62b9f16-a5ef-443e-b421-80a22cf7e06b,rio_de_janeiro_brazil,2023-10-06 00:00:00+00:00,66.75,50.87,33.48,17.33,3.84,173.76,kaggle
fcf60d21-b48d-4b00-8eb5-2823ffd0569b,rio_de_janeiro_brazil,2023-09-09 00:00:00+00:00,129.75,26.93,72.63,16.66,6.64,137.63,kaggle
02c48f11-9b9b-40fb-be01-d042e77db5c8,london_uk,2023-02-17 00:00:00+00:00,143.09,175.85,44.14,20.59,3.92,160.2,kaggle
63e2ebb2-130d-4cb3-b8c6-32347c65a717,bangkok_thailand,2023-08-26 00:00:00+00:00,91.48,146.71,73.79,17.95,3.3,66.59,kaggle
dac93147-e574-451f-8318-203c5e05ba05,sydney_australia,2023-01-08 00:00:00+00:00,84.35,74.41,41.19,5.29,5.17,155.78,kaggle
8635ea61-2171-45c3-ad84-958a80a15404,mexico_city_mexico,2023-06-02 00:00:00+00:00,145.71,24.21,29.87,39.23,9.41,52.36,kaggle
628511bd-bd47-420d-83a9-c5a8526c8764,cairo_egypt,2023-01-11 00:00:00+00:00,15.49,166.6,16.59,27.53,0.47,53.49,kaggle
3173d164-eea2-445a-982b-0bf16ce8cdbb,london_uk,2023-09-12 00:00:00+00:00,140.7,109.91,37.91,40.65,2.79,192.33,kaggle
a0010506-0f42-4f48-ab58-2a2279027351,london_uk,2023-05-01 00:00:00+00:00,143.68,164.82,51.3,14.49,1.81,181.42,kaggle
738f8e59-7df2-412c-a610-6a190d07c1a0,istanbul_turkey,2023-11-27 00:00:00+00:00,41.93,96.3,66.84,2.82,4.23,180.66,kaggle
c3b46331-7bda-4fbb-b4c3-a5574b023b9c,bangkok_thailand,2023-11-02 00:00:00+00:00,97.61,22.7,14.7,45.45,3.59,70.76,kaggle
ddc8a320-9b41-47f1-ba5b-58305dba974f,rio_de_janeiro_brazil,2023-08-06 00:00:00+00:00,29.09,93.21,7.69,17.97,3.75,80.85,kaggle
c79ba3c1-e549-4f35-9dec-0010bb4f31ee,rio_de_janeiro_brazil,2023-08-10 00:00:00+00:00,16.76,102.65,65.51,48.63,3.71,14.45,kaggle
5da405d7-0d5d-481e-8a78-7062039dd857,new_york_usa,2023-06-16 00:00:00+00:00,134.05,182.71,19.94,38.66,1.06,83.26,kaggle
fa4ec703-2030-45b7-ae15-b0ecd47dd772,beijing_china,2023-05-25 00:00:00+00:00,50.25,92.07,40.15,15.55,2.74,192.83,kaggle
8aea9dfe-e386-4894-b16f-5940b9845afb,mexico_city_mexico,2023-08-19 00:00:00+00:00,117.64,186.7,49.27,33.49,4.01,36.93,kaggle
e3314f3a-241f-49f0-97f1-6f9bee88d5eb,mexico_city_mexico,2023-04-27 00:00:00+00:00,61.51,60.47,42.52,30.08,5.99,134.57,kaggle
e3e1984e-fe69-412a-adad-3ef57ed36bf8,toronto_canada,2023-10-28 00:00:00+00:00,42.79,186.5,34.72,32.75,4.05,165.8,kaggle
9db609f0-57e5-4a0d-962c-49453e96b85e,dubai_uae,2023-12-10 00:00:00+00:00,99.67,182.25,15.05,30.31,0.71,104.82,kaggle
47699d15-2681-4f4c-9282-a11e94f5a4f1,bangkok_thailand,2023-01-23 00:00:00+00:00,43.62,96.22,91.76,46.28,0.62,135.4,kaggle
cd192a03-a0cd-47f8-8a13-ceb8f49dc2bb,beijing_china,2023-12-17 00:00:00+00:00,104.18,150.19,44.32,12.11,4.76,162.48,kaggle
6265b3f0-ed57-457f-9bfb-2fe481dc1d74,madrid_spain,2023-07-17 00:00:00+00:00,132.13,125.22,51.69,29.84,3.87,160.86,kaggle
54b3cc2b-07ab-4a49-898d-b8b32bb7d159,berlin_germany,2023-09-09 00:00:00+00:00,122.71,110.47,78.72,45.35,2.38,89.7,kaggle
3b1adb94-c8a6-4466-b7c2-4cb7471025c4,cairo_egypt,2023-11-21 00:00:00+00:00,82.76,11.97,45.12,21.02,2.78,192.53,kaggle
ba25a0bc-00cc-4da1-9dea-7034b6958b89,tokyo_japan,2023-03-19 00:00:00+00:00,116.55,15.85,8.0,48.47,3.81,106.48,kaggle
c2f3dfc5-d316-40d6-902b-fac3e6e87734,mumbai_india,2023-05-22 00:00:00+00:00,76.49,157.45,33.55,17.71,2.43,124.68,kaggle
3c30d175-0915-4e14-9a7e-673244143591,bangkok_thailand,2023-08-12 00:00:00+00:00,148.44,193.88,24.88,7.26,9.12,10.37,kaggle
cd7485ee-8fe5-4092-941a-d635eaf304d1,bangkok_thailand,2023-12-09 00:00:00+00:00,7.17,67.57,40.12,24.43,0.56,145.28,kaggle
a2285223-8642-4417-8904-148660215a55,los_angeles_usa,2023-12-28 00:00:00+00:00,58.13,81.33,31.67,8.3,1.95,167.79,kaggle
370fa669-b975-4ede-aaf1-00f2bfb6669a,johannesburg_south africa,2023-05-26 00:00:00+00:00,81.57,125.21,27.25,10.14,5.23,133.79,kaggle
d781b527-8541-46a5-80e5-e4e7f560d2b1,los_angeles_usa,2023-02-28 00:00:00+00:00,106.1,192.72,87.56,30.66,9.42,84.44,kaggle
31c704b7-8f7c-40cf-9e3c-64b539d3419e,cairo_egypt,2023-09-04 00:00:00+00:00,113.13,196.42,75.01,27.82,1.86,135.44,kaggle
0e360030-5126-492b-b9b8-e32d5632e8ff,dubai_uae,2023-02-13 00:00:00+00:00,36.24,57.46,21.67,49.47,7.87,159.22,kaggle
743a9f50-0e00-4f18-831f-88fcaf1f386c,bangkok_thailand,2023-03-27 00:00:00+00:00,109.45,135.77,89.51,49.18,2.14,40.67,kaggle
a280cce3-a07d-46b3-9591-c4948130c137,new_york_usa,2023-06-21 00:00:00+00:00,87.36,75.87,22.89,23.88,4.58,98.42,kaggle
b324a50a-5010-49e1-bf31-d165cee49df4,bangkok_thailand,2023-06-27 00:00:00+00:00,24.85,27.35,27.68,44.03,7.68,33.61,kaggle
0925d6e4-dbb2-48f8-a008-e09b1a43d91c,paris_france,2023-09-03 00:00:00+00:00,101.21,70.07,43.33,28.93,4.19,20.25,kaggle
b2016ab1-9fae-48a9-bc2f-589cb0322119,new_york_usa,2023-08-24 00:00:00+00:00,27.18,26.47,66.21,45.15,5.42,139.81,kaggle
892c0807-6932-4148-8158-95ffb22efa4f,beijing_china,2023-10-09 00:00:00+00:00,18.23,85.36,59.85,46.99,8.92,121.09,kaggle
ac27abc2-827b-44c6-85dd-d65aad45a22b,toronto_canada,2023-06-21 00:00:00+00:00,76.83,99.21,70.75,15.22,5.27,185.11,kaggle
8015b73c-56ca-479c-ba4a-eab9ee4e8899,dubai_uae,2023-04-27 00:00:00+00:00,103.53,86.55,32.2,28.73,5.87,12.05,kaggle
5bf0aa3b-86a8-4647-be3c-deb298183182,madrid_spain,2023-06-21 00:00:00+00:00,142.21,73.79,19.41,2.3,5.31,49.86,kaggle
90b6cf11-5b49-47f8-8717-487ad2c2ffeb,cairo_egypt,2023-07-12 00:00:00+00:00,48.36,181.74,95.72,1.04,9.15,79.65,kaggle
5f1a1cf6-1282-4272-9363-d8152e2ad429,rio_de_janeiro_brazil,2023-08-01 00:00:00+00:00,140.81,112.01,92.23,19.31,1.84,162.49,kaggle
32443eb7-3110-483b-87a5-289819da537a,berlin_germany,2023-04-18 00:00:00+00:00,36.97,174.27,92.31,5.83,6.72,53.04,kaggle
177e537e-31fe-4360-9a36-f0c78bc12acd,dubai_uae,2023-12-24 00:00:00+00:00,7.9,176.85,63.2,12.53,4.17,195.52,kaggle
7f7de28e-27be-4ef9-aba4-a6d1940e30cc,dubai_uae,2023-10-22 00:00:00+00:00,48.53,58.95,86.86,30.17,3.44,189.93,kaggle
14150236-c02d-4afa-83ee-22db300b4ab7,madrid_spain,2023-10-12 00:00:00+00:00,56.2,115.21,37.11,18.8,3.22,18.7,kaggle
49c13017-28ca-4394-9b74-e4eae217e8b7,tokyo_japan,2023-11-17 00:00:00+00:00,106.97,143.17,49.0,21.1,3.06,184.43,kaggle
ac7c32ca-6e1f-4ce9-954e-2df8a55bee5f,moscow_russia,2023-10-23 00:00:00+00:00,133.99,193.54,49.1,45.92,9.06,132.52,kaggle
fcb15b46-ac1a-4634-a9e5-3798cea3fd89,berlin_germany,2023-01-10 00:00:00+00:00,22.05,196.64,59.36,23.47,1.47,178.93,kaggle
e621d53d-4981-44f1-b011-f5a33fbe0832,moscow_russia,2023-01-22 00:00:00+00:00,23.26,31.18,72.35,23.0,1.19,47.33,kaggle
d570c724-5253-435e-9645-ff28ce9f728c,toronto_canada,2023-05-22 00:00:00+00:00,107.28,50.78,32.19,46.2,7.22,180.13,kaggle
d580a2b5-dfc9-4ea5-92ab-5422c5d6bef2,new_york_usa,2023-12-25 00:00:00+00:00,51.23,197.82,80.38,47.53,1.74,20.81,kaggle
6a78595a-b69b-4e13-a51f-105e8e3ee10f,mumbai_india,2023-03-13 00:00:00+00:00,142.55,189.38,7.66,7.98,6.92,56.56,kaggle
5409befe-7069-45b5-bcfa-726759537d5a,madrid_spain,2023-03-15 00:00:00+00:00,105.74,182.03,44.08,2.95,2.88,35.15,kaggle
95f4cdfa-112a-4be1-a5bc-edf7c45d5d53,tokyo_japan,2023-06-17 00:00:00+00:00,93.68,59.02,30.01,26.48,4.69,171.34,kaggle
bfcaa030-23c2-4d8e-a456-a5a7dfa21d9e,istanbul_turkey,2023-08-28 00:00:00+00:00,134.62,165.45,83.39,39.7,5.1,41.31,kaggle
ea7fb590-d79b-4992-9d2b-06a533e077c5,new_york_usa,2023-11-22 00:00:00+00:00,75.67,56.37,94.76,21.73,7.69,133.39,kaggle
40fce709-039c-4d9e-ac52-fcd86fc98254,berlin_germany,2023-11-19 00:00:00+00:00,135.33,46.11,89.69,29.94,9.83,186.39,kaggle
56d7e3ae-f5e5-4148-8af8-625319fe8e0f,rio_de_janeiro_brazil,2023-06-01 00:00:00+00:00,62.61,194.27,60.84,44.48,1.27,156.38,kaggle
d7f57ff0-e2df-4715-9ebd-9d1bcb5326b5,rio_de_janeiro_brazil,2023-07-28 00:00:00+00:00,20.56,19.06,85.27,10.54,3.19,58.93,kaggle
cd66630c-ca40-4ccf-ba0b-67b0412da32e,bangkok_thailand,2023-07-27 00:00:00+00:00,109.92,158.76,37.26,5.75,5.74,82.29,kaggle
757b4a7c-2f04-45f6-b797-c5d0eb416af9,berlin_germany,2023-11-21 00:00:00+00:00,141.59,176.33,84.38,39.38,1.96,169.19,kaggle
3ae8725a-3d4b-4d93-b6e9-d61ba2f688a9,berlin_germany,2023-12-24 00:00:00+00:00,37.63,141.74,67.32,12.82,5.07,58.86,kaggle
a194ba17-e415-4b5a-8173-a06cfe2200db,johannesburg_south africa,2023-08-17 00:00:00+00:00,108.32,153.08,14.25,34.62,6.1,83.46,kaggle
74fb95f1-fefb-46d1-9c2c-5fa729ef3818,tokyo_japan,2023-02-24 00:00:00+00:00,122.81,124.47,53.19,21.88,9.94,10.11,kaggle
50a932ce-7841-4cac-832a-1cf1fea91fa6,toronto_canada,2023-01-13 00:00:00+00:00,13.93,188.98,61.63,6.29,2.55,70.5,kaggle
